SKU|name|description|vintage|unit-size|price|stock|url|min-order|tax|offer-type|delivery-time|LWIN|imageurl
C774199|Domaine du Clair Obscur 'Le Chat Blanc' 2022||2022|750ml|48.00|21|https://www.magazzinonyc.com/s/shop?query=Domaine%20du%20Clair%20Obscur%20'Le%20Chat%20Blanc'%202022||Inc.tax|R|Next day||
6216586|Domaine du Clair Obscur 'Hautes Cotes de Beaune' 2022||2022|750ml|51.00|28|https://www.magazzinonyc.com/s/shop?query=Domaine%20du%20Clair%20Obscur%20'Hautes%20Cotes%20de%20Beaune'%202022||Inc.tax|R|Next day||
Q531060|Marco Merli 'Brucisco Bianco'||NV|750ml|37.00|9|https://www.magazzinonyc.com/s/shop?query=Marco%20Merli%20'Brucisco%20Bianco'||Inc.tax|R|Next day||
V575223|Tunia 'Chiarofiore' 2017||2017|750ml|35.00|3|https://www.magazzinonyc.com/s/shop?query=Tunia%20'Chiarofiore'%202017||Inc.tax|R|Next day||
944801Z|Tunia 'Chiassobuio' 2014||2014|750ml|36.00|0|https://www.magazzinonyc.com/s/shop?query=Tunia%20'Chiassobuio'%202014||Inc.tax|R|Next day||
321832H|Sylvain Martinez 'Renard' 2022||2022|750ml|32.00|0|https://www.magazzinonyc.com/s/shop?query=Sylvain%20Martinez%20'Renard'%202022||Inc.tax|R|Next day||
641019L|Sylvain Martinez 'Onis' 2022||2022|750ml|39.00|0|https://www.magazzinonyc.com/s/shop?query=Sylvain%20Martinez%20'Onis'%202022||Inc.tax|R|Next day||
J054930|Les Vignes du Fresche 'Radicalement Blanc' 2023||2023|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=Les%20Vignes%20du%20Fresche%20'Radicalement%20Blanc'%202023||Inc.tax|R|Next day||
265406T|Vins Mercuriales 'Mihau' 2023||2023|750ml|33.00|0|https://www.magazzinonyc.com/s/shop?query=Vins%20Mercuriales%20'Mihau'%202023||Inc.tax|R|Next day||
396874M|Les Vignes du Fresche 'Radicalement Rouge' 2023||2023|750ml|26.00|0|https://www.magazzinonyc.com/s/shop?query=Les%20Vignes%20du%20Fresche%20'Radicalement%20Rouge'%202023||Inc.tax|R|Next day||
B526462|Rarefratte 'Bianco' 2023||2023|750ml|31.00|0|https://www.magazzinonyc.com/s/shop?query=Rarefratte%20'Bianco'%202023||Inc.tax|R|Next day||
C107577|Rarefratte "Ottocai" 2022||2022|750ml|34.00|0|https://www.magazzinonyc.com/s/shop?query=Rarefratte%20%22Ottocai%22%202022||Inc.tax|R|Next day||
L155388|Davide Xodo 'Garganegade' 2023||2023|750ml|36.00|0|https://www.magazzinonyc.com/s/shop?query=Davide%20Xodo%20'Garganegade'%202023||Inc.tax|R|Next day||
870594B|Davide Xodo 'Nina' 2023||2023|750ml|32.00|0|https://www.magazzinonyc.com/s/shop?query=Davide%20Xodo%20'Nina'%202023||Inc.tax|R|Next day||
663925S|Fora 'Bagarre' 2022||2022|750ml|32.00|0|https://www.magazzinonyc.com/s/shop?query=Fora%20'Bagarre'%202022||Inc.tax|R|Next day||
8478759|Fora 'Bidon Bidon' 2023||2023|750ml|31.00|0|https://www.magazzinonyc.com/s/shop?query=Fora%20'Bidon%20Bidon'%202023||Inc.tax|R|Next day||
Q044741|Claudio Plessi 'Cavriulein' 2019||2019|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=Claudio%20Plessi%20'Cavriulein'%202019||Inc.tax|R|Next day||
W371677|Colleformica ‘Primativo’ 2022||2022|750ml|26.00|0|https://www.magazzinonyc.com/s/shop?query=Colleformica%20%E2%80%98Primativo%E2%80%99%202022||Inc.tax|R|Next day||
977542G|Colleformica ‘Formica Rossa’ 2022||2022|750ml|27.00|0|https://www.magazzinonyc.com/s/shop?query=Colleformica%20%E2%80%98Formica%20Rossa%E2%80%99%202022||Inc.tax|R|Next day||
406708D|Domaine du Fables 'Chatawak' 2022||2022|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20du%20Fables%20'Chatawak'%202022||Inc.tax|R|Next day||
P179458|Domaine du Fables 'Gamabumba' 2022||2022|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20du%20Fables%20'Gamabumba'%202022||Inc.tax|R|Next day||
5433382|San Barnaba 'Freisa' 2023||2023|750ml|45.00|0|https://www.magazzinonyc.com/s/shop?query=San%20Barnaba%20'Freisa'%202023||Inc.tax|R|Next day||
K666895|San Barnaba 'Nebbiolo' 2023||2023|750ml|44.00|0|https://www.magazzinonyc.com/s/shop?query=San%20Barnaba%20'Nebbiolo'%202023||Inc.tax|R|Next day||
T438378|Stefano Occhetti 'Barbera d'Alba DOC' 2023||2023|750ml|36.00|0|https://www.magazzinonyc.com/s/shop?query=Stefano%20Occhetti%20'Barbera%20d'Alba%20DOC'%202023||Inc.tax|R|Next day||
135627A|Stefano Occhetti ‘Langhe DOC Nebbiolo’ 2023||2023|750ml|37.00|0|https://www.magazzinonyc.com/s/shop?query=Stefano%20Occhetti%20%E2%80%98Langhe%20DOC%20Nebbiolo%E2%80%99%202023||Inc.tax|R|Next day||
2248907|Walter Salvano 'Freisa' 2023||2023|750ml|37.00|0|https://www.magazzinonyc.com/s/shop?query=Walter%20Salvano%20'Freisa'%202023||Inc.tax|R|Next day||
7885542|Walter Salvano 'Pelaverga' 2023||2023|750ml|37.00|0|https://www.magazzinonyc.com/s/shop?query=Walter%20Salvano%20'Pelaverga'%202023||Inc.tax|R|Next day||
240429G|Davide Xodo 'Tai Rosso' 2023||2023|750ml|33.00|1|https://www.magazzinonyc.com/s/shop?query=Davide%20Xodo%20'Tai%20Rosso'%202023||Inc.tax|R|Next day||
Q783543|Les Valseuses 'Egyptian Fantasy' 2022||2022|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=Les%20Valseuses%20'Egyptian%20Fantasy'%202022||Inc.tax|R|Next day||
191372S|Les Valseuses 'O Caminho do Bem' 2020||2020|750ml|42.00|0|https://www.magazzinonyc.com/s/shop?query=Les%20Valseuses%20'O%20Caminho%20do%20Bem'%202020||Inc.tax|R|Next day||
669046K|Les Valseuses 'Ashes to Ashes' 2022||2022|750ml|35.00|1|https://www.magazzinonyc.com/s/shop?query=Les%20Valseuses%20'Ashes%20to%20Ashes'%202022||Inc.tax|R|Next day||
W467622|Magazzino Wine Key||NV|750ml|8.00|12|https://www.magazzinonyc.com/s/shop?query=Magazzino%20Wine%20Key||Inc.tax|R|Next day||
745749D|Rarefratte ‘Sciampagna’ 2022||2022|750ml|34.00|0|https://www.magazzinonyc.com/s/shop?query=Rarefratte%20%E2%80%98Sciampagna%E2%80%99%202022||Inc.tax|R|Next day||
B557320|Nino Barraco 'Bianco G' 2023||2023|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=Nino%20Barraco%20'Bianco%20G'%202023||Inc.tax|R|Next day||
B688548|Nino Barraco 'Zibibbo' 2024||2024|750ml|32.00|1|https://www.magazzinonyc.com/s/shop?query=Nino%20Barraco%20'Zibibbo'%202024||Inc.tax|R|Next day||
K927502|Nino Barraco 'Altomare' 2023||2023|750ml|49.00|0|https://www.magazzinonyc.com/s/shop?query=Nino%20Barraco%20'Altomare'%202023||Inc.tax|R|Next day||
597560Y|Domaine Chamonard 'Fleurie' 2022||2022|750ml|42.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Chamonard%20'Fleurie'%202022||Inc.tax|R|Next day||
687869P|Domaine Chamonard 'Morgon' 2020||2020|750ml|39.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Chamonard%20'Morgon'%202020||Inc.tax|R|Next day||
6159130|Mattia Carfagna 'Blandao'||NV|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=Mattia%20Carfagna%20'Blandao'||Inc.tax|R|Next day||
4410139|Mattia Carfagna 'Le Matos'||NV|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=Mattia%20Carfagna%20'Le%20Matos'||Inc.tax|R|Next day||
P373886|Olivier Horlot 'Champagne Metisses Brut Nature' NV||NV|750ml|75.00|0|https://www.magazzinonyc.com/s/shop?query=Olivier%20Horlot%20'Champagne%20Metisses%20Brut%20Nature'%20NV||Inc.tax|R|Next day||
414352S|Mongarda 'Prosecco Valdobbiadene Superiore Extra Dry' 2023||2023|750ml|22.00|0|https://www.magazzinonyc.com/s/shop?query=Mongarda%20'Prosecco%20Valdobbiadene%20Superiore%20Extra%20Dry'%202023||Inc.tax|R|Next day||
F070897|Inula 'Selva'||NV|750ml|20.00|0|https://www.magazzinonyc.com/s/shop?query=Inula%20'Selva'||Inc.tax|R|Next day||
345647G|Opi d'Aqui 'Poupoule' 2023||2023|750ml|33.00|0|https://www.magazzinonyc.com/s/shop?query=Opi%20d'Aqui%20'Poupoule'%202023||Inc.tax|R|Next day||
