SKU|name|description|vintage|unit-size|price|stock|url|min-order|tax|offer-type|delivery-time|LWIN|imageurl
S512532|Comoz ‘Vermouth de Chambery Blanc’||NV|750ml|22.00|0|https://www.magazzinonyc.com/s/shop?query=Comoz%20%E2%80%98Vermouth%20de%20Chambery%20Blanc%E2%80%99||Inc.tax|R|Next day||
3265573|Cocchi ‘Barolo Chinato’ 500ml||NV|500ml|53.00|0|https://www.magazzinonyc.com/s/shop?query=Cocchi%20%E2%80%98Barolo%20Chinato%E2%80%99%20500ml||Inc.tax|R|Next day||
883451S|Christophe Mignon ‘ADN De Meunier Rosé’ NV||NV|750ml|73.00|0|https://www.magazzinonyc.com/s/shop?query=Christophe%20Mignon%20%E2%80%98ADN%20De%20Meunier%20Ros%C3%A9%E2%80%99%20NV||Inc.tax|R|Next day||
6060177|Salers Genetiane Liqueur||NV|750ml|28.00|0|https://www.magazzinonyc.com/s/shop?query=Salers%20Genetiane%20Liqueur||Inc.tax|R|Next day||
7036436|Jean-Claude Lapalu ‘Côte de Brouilly’ 2023||2023|750ml|40.00|0|https://www.magazzinonyc.com/s/shop?query=Jean-Claude%20Lapalu%20%E2%80%98C%C3%B4te%20de%20Brouilly%E2%80%99%202023||Inc.tax|R|Next day||
M593855|Jean-Claude Lapalu ‘Brouilly Cuvée des Fous’ 2023 Magnum||2023|1.5L Magnum|85.00|0|https://www.magazzinonyc.com/s/shop?query=Jean-Claude%20Lapalu%20%E2%80%98Brouilly%20Cuv%C3%A9e%20des%20Fous%E2%80%99%202023%20Magnum||Inc.tax|R|Next day||
7962652|Domaine Lagille ‘L'Inattendue’ NV||NV|750ml|63.00|1|https://www.magazzinonyc.com/s/shop?query=Domaine%20Lagille%20%E2%80%98L'Inattendue%E2%80%99%20NV||Inc.tax|R|Next day||
T061628|Stefano Occhetti 'Roero DOCG Sanche' 2022||2022|750ml|51.00|0|https://www.magazzinonyc.com/s/shop?query=Stefano%20Occhetti%20'Roero%20DOCG%20Sanche'%202022||Inc.tax|R|Next day||
9786379|Plume 'Savagnin' 2022||2022|750ml|46.00|0|https://www.magazzinonyc.com/s/shop?query=Plume%20'Savagnin'%202022||Inc.tax|R|Next day||
610846X|Plume 'Chardonnay' 2022||2022|750ml|46.00|0|https://www.magazzinonyc.com/s/shop?query=Plume%20'Chardonnay'%202022||Inc.tax|R|Next day||
Q630154|Plume 'Pinot Noir' 2022||2022|750ml|46.00|0|https://www.magazzinonyc.com/s/shop?query=Plume%20'Pinot%20Noir'%202022||Inc.tax|R|Next day||
4023120|Maison Glandien ‘L'Ouverture Blanc’ 2022||2022|750ml|150.00|0|https://www.magazzinonyc.com/s/shop?query=Maison%20Glandien%20%E2%80%98L'Ouverture%20Blanc%E2%80%99%202022||Inc.tax|R|Next day||
D487452|Claudio Plessi ‘Tarbianein’ 2020||2020|750ml|43.00|2|https://www.magazzinonyc.com/s/shop?query=Claudio%20Plessi%20%E2%80%98Tarbianein%E2%80%99%202020||Inc.tax|R|Next day||
E074394|Claudio Plessi ‘Sgavàta’ 2021||2021|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=Claudio%20Plessi%20%E2%80%98Sgav%C3%A0ta%E2%80%99%202021||Inc.tax|R|Next day||
8324158|Claudio Plessi ‘Tiepido’ 2021||2021|750ml|30.00|0|https://www.magazzinonyc.com/s/shop?query=Claudio%20Plessi%20%E2%80%98Tiepido%E2%80%99%202021||Inc.tax|R|Next day||
979741V|Marco Merli ‘CMM Bianco’ 2024 3L||2024|3L|80.00|0|https://www.magazzinonyc.com/s/shop?query=Marco%20Merli%20%E2%80%98CMM%20Bianco%E2%80%99%202024%203L||Inc.tax|R|Next day||
V574360|Marco Merli ‘CMM Rosso’ 2023 3L||2023|3L|80.00|2|https://www.magazzinonyc.com/s/shop?query=Marco%20Merli%20%E2%80%98CMM%20Rosso%E2%80%99%202023%203L||Inc.tax|R|Next day||
J065780|Marco Merli ‘000202024 Bianco’ 2024||2024|750ml|35.00|7|https://www.magazzinonyc.com/s/shop?query=Marco%20Merli%20%E2%80%98000202024%20Bianco%E2%80%99%202024||Inc.tax|R|Next day||
J689644|Marco Merli ‘000192023 Rosso’ 2022||2022|750ml|28.00|2|https://www.magazzinonyc.com/s/shop?query=Marco%20Merli%20%E2%80%98000192023%20Rosso%E2%80%99%202022||Inc.tax|R|Next day||
J750274|Marco Merli ‘Tristo’ 2022||2022|750ml|30.00|0|https://www.magazzinonyc.com/s/shop?query=Marco%20Merli%20%E2%80%98Tristo%E2%80%99%202022||Inc.tax|R|Next day||
N677793|Marco Merli ‘Mosco’ 2022||2022|750ml|35.00|11|https://www.magazzinonyc.com/s/shop?query=Marco%20Merli%20%E2%80%98Mosco%E2%80%99%202022||Inc.tax|R|Next day||
6484658|Petracavallo 'Verdeca Frizzante' 2023||2023|750ml|20.00|7|https://www.magazzinonyc.com/s/shop?query=Petracavallo%20'Verdeca%20Frizzante'%202023||Inc.tax|R|Next day||
558675R|Petracavallo 'Bye Bye Bye!' 2023||2023|750ml|23.00|0|https://www.magazzinonyc.com/s/shop?query=Petracavallo%20'Bye%20Bye%20Bye!'%202023||Inc.tax|R|Next day||
Y520124|Petracavallo 'Primitivo' 2022||2022|750ml|27.00|0|https://www.magazzinonyc.com/s/shop?query=Petracavallo%20'Primitivo'%202022||Inc.tax|R|Next day||
F648252|SRC 'Alberello' 2020||2020|750ml|73.00|6|https://www.magazzinonyc.com/s/shop?query=SRC%20'Alberello'%202020||Inc.tax|R|Next day||
8568326|La Torretta ‘Torretta’ 2021||2021|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Torretta%20%E2%80%98Torretta%E2%80%99%202021||Inc.tax|R|Next day||
628133N|ColleFormica ‘Formica Pazza Gialla’ 2022||2022|750ml|24.00|0|https://www.magazzinonyc.com/s/shop?query=ColleFormica%20%E2%80%98Formica%20Pazza%20Gialla%E2%80%99%202022||Inc.tax|R|Next day||
977514P|ColleFormica ‘Formica Pazza Rosè’ 2022||2022|750ml|24.00|0|https://www.magazzinonyc.com/s/shop?query=ColleFormica%20%E2%80%98Formica%20Pazza%20Ros%C3%A8%E2%80%99%202022||Inc.tax|R|Next day||
B327421|LoCo ‘Bianco’ 2022||2022|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=LoCo%20%E2%80%98Bianco%E2%80%99%202022||Inc.tax|R|Next day||
1733006|LoCo ‘Blu’ 2022||2022|750ml|47.00|0|https://www.magazzinonyc.com/s/shop?query=LoCo%20%E2%80%98Blu%E2%80%99%202022||Inc.tax|R|Next day||
940160L|LoCo ‘Cielo’ 2022||2022|750ml|36.00|0|https://www.magazzinonyc.com/s/shop?query=LoCo%20%E2%80%98Cielo%E2%80%99%202022||Inc.tax|R|Next day||
B486603|LoCo ‘Fucsia’ 2022||2022|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=LoCo%20%E2%80%98Fucsia%E2%80%99%202022||Inc.tax|R|Next day||
9271203|LoCo ‘Lilla’ 2022||2022|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=LoCo%20%E2%80%98Lilla%E2%80%99%202022||Inc.tax|R|Next day||
2904121|LoCo ‘Rosso’ 2022||2022|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=LoCo%20%E2%80%98Rosso%E2%80%99%202022||Inc.tax|R|Next day||
594573A|LoCo ‘Verde’ 2022||2022|750ml|40.00|0|https://www.magazzinonyc.com/s/shop?query=LoCo%20%E2%80%98Verde%E2%80%99%202022||Inc.tax|R|Next day||
G846093|LoCo ‘Viola’ 2022||2022|750ml|30.00|0|https://www.magazzinonyc.com/s/shop?query=LoCo%20%E2%80%98Viola%E2%80%99%202022||Inc.tax|R|Next day||
585535B|Etnella Notti Stellate Magnum Terre Siciliane IGT 2020 1.5L||2020|1.5L Magnum|122.00|3|https://www.magazzinonyc.com/s/shop?query=Etnella%20Notti%20Stellate%20Magnum%20Terre%20Siciliane%20IGT%202020%201.5L||Inc.tax|R|Next day||
X410910|Les Foulards Rouges ‘Les Glaneurs’ 2023||2023|750ml|39.00|0|https://www.magazzinonyc.com/s/shop?query=Les%20Foulards%20Rouges%20%E2%80%98Les%20Glaneurs%E2%80%99%202023||Inc.tax|R|Next day||
Z646842|Les Foulards Rouges ‘La Soif Du Mal Rouge’ 2023||2023|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=Les%20Foulards%20Rouges%20%E2%80%98La%20Soif%20Du%20Mal%20Rouge%E2%80%99%202023||Inc.tax|R|Next day||
4436202|Les Foulards Rouges ‘La Soif Du Mal Blanc’ 2023||2023|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=Les%20Foulards%20Rouges%20%E2%80%98La%20Soif%20Du%20Mal%20Blanc%E2%80%99%202023||Inc.tax|R|Next day||
S909685|Domaine Derain ‘La Corvée Aux Moines’ Bourgogne Blanc 2022||2022|750ml|48.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Derain%20%E2%80%98La%20Corv%C3%A9e%20Aux%20Moines%E2%80%99%20Bourgogne%20Blanc%202022||Inc.tax|R|Next day||
502067H|Matin Calme ‘Mano a Mano’ 2022||2022|750ml|27.00|0|https://www.magazzinonyc.com/s/shop?query=Matin%20Calme%20%E2%80%98Mano%20a%20Mano%E2%80%99%202022||Inc.tax|R|Next day||
299416Z|Matin Calme ‘Ose’ 2023||2023|750ml|36.00|0|https://www.magazzinonyc.com/s/shop?query=Matin%20Calme%20%E2%80%98Ose%E2%80%99%202023||Inc.tax|R|Next day||
4616130|Mas Mellet ‘Pari Finesse’ 2021||2021|750ml|17.00|0|https://www.magazzinonyc.com/s/shop?query=Mas%20Mellet%20%E2%80%98Pari%20Finesse%E2%80%99%202021||Inc.tax|R|Next day||
833408R|Bénédicte & Stéphane Tissot ‘Trousseau Carbo’ 2023||2023|750ml|63.00|0|https://www.magazzinonyc.com/s/shop?query=B%C3%A9n%C3%A9dicte%20%26%20St%C3%A9phane%20Tissot%20%E2%80%98Trousseau%20Carbo%E2%80%99%202023||Inc.tax|R|Next day||
6048580|Bénédicte & Stéphane Tissot ‘D.D.’ 2022||2022|750ml|49.00|0|https://www.magazzinonyc.com/s/shop?query=B%C3%A9n%C3%A9dicte%20%26%20St%C3%A9phane%20Tissot%20%E2%80%98D.D.%E2%80%99%202022||Inc.tax|R|Next day||
7777099|Bénédicte & Stéphane Tissot ‘Chardonnay Rose Massale’ 2022||2022|750ml|83.00|0|https://www.magazzinonyc.com/s/shop?query=B%C3%A9n%C3%A9dicte%20%26%20St%C3%A9phane%20Tissot%20%E2%80%98Chardonnay%20Rose%20Massale%E2%80%99%202022||Inc.tax|R|Next day||
2888324|Bénédicte et Stéphane Tissot ‘Savagnin Sous Voile’ 2020||2020|750ml|84.00|5|https://www.magazzinonyc.com/s/shop?query=B%C3%A9n%C3%A9dicte%20et%20St%C3%A9phane%20Tissot%20%E2%80%98Savagnin%20Sous%20Voile%E2%80%99%202020||Inc.tax|R|Next day||
690801Y|Le Temps des Cerises ‘La Peur du Rouge’ 2023||2023|750ml|34.00|0|https://www.magazzinonyc.com/s/shop?query=Le%20Temps%20des%20Cerises%20%E2%80%98La%20Peur%20du%20Rouge%E2%80%99%202023||Inc.tax|R|Next day||
4486553|Le Temps des Cerises ‘Avanti Popolo’ 2023||2023|750ml|24.00|0|https://www.magazzinonyc.com/s/shop?query=Le%20Temps%20des%20Cerises%20%E2%80%98Avanti%20Popolo%E2%80%99%202023||Inc.tax|R|Next day||
H732870|Le Temps des Cerises ‘Jalava’ 2023||2023|750ml|34.00|0|https://www.magazzinonyc.com/s/shop?query=Le%20Temps%20des%20Cerises%20%E2%80%98Jalava%E2%80%99%202023||Inc.tax|R|Next day||
615361X|La Ferme du Vert ‘Cado Tsoun’ 2022||2022|750ml|14.00|0|https://www.magazzinonyc.com/s/shop?query=La%20Ferme%20du%20Vert%20%E2%80%98Cado%20Tsoun%E2%80%99%202022||Inc.tax|R|Next day||
F926475|Giuseppe Cipolla 'Solfare' 2023||2023|750ml|45.00|0|https://www.magazzinonyc.com/s/shop?query=Giuseppe%20Cipolla%20'Solfare'%202023||Inc.tax|R|Next day||
P096127|Giuseppe Cipolla 'Passofonduto' 2022||2022|750ml|66.00|0|https://www.magazzinonyc.com/s/shop?query=Giuseppe%20Cipolla%20'Passofonduto'%202022||Inc.tax|R|Next day||
B689110|Le Briseau ‘Kharaktêr’||NV|750ml|39.00|0|https://www.magazzinonyc.com/s/shop?query=Le%20Briseau%20%E2%80%98Kharakt%C3%AAr%E2%80%99||Inc.tax|R|Next day||
613825J|Le Briseau ‘Mama Mouchi’||NV|750ml|26.00|0|https://www.magazzinonyc.com/s/shop?query=Le%20Briseau%20%E2%80%98Mama%20Mouchi%E2%80%99||Inc.tax|R|Next day||
R061270|Laurent Lebled 'Ca C'est Bon!' 2023||2023|750ml|22.00|0|https://www.magazzinonyc.com/s/shop?query=Laurent%20Lebled%20'Ca%20C'est%20Bon!'%202023||Inc.tax|R|Next day||
237476C|Camille et Mathieu Apffel ‘Soleyane’ 2022||2022|750ml|28.00|0|https://www.magazzinonyc.com/s/shop?query=Camille%20et%20Mathieu%20Apffel%20%E2%80%98Soleyane%E2%80%99%202022||Inc.tax|R|Next day||
X587715|Camille & Mathieu Apffel ‘Avant la Tempête’ 2022||2022|750ml|28.00|0|https://www.magazzinonyc.com/s/shop?query=Camille%20%26%20Mathieu%20Apffel%20%E2%80%98Avant%20la%20Temp%C3%AAte%E2%80%99%202022||Inc.tax|R|Next day||
730884L|Hervé Villemade 'Les Châtaigniers' 2020||2020|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=Herv%C3%A9%20Villemade%20'Les%20Ch%C3%A2taigniers'%202020||Inc.tax|R|Next day||
577271H|Matassa 'Tommy Ferriol' Rouge 2023||2023|750ml|39.00|0|https://www.magazzinonyc.com/s/shop?query=Matassa%20'Tommy%20Ferriol'%20Rouge%202023||Inc.tax|R|Next day||
226676P|Matassa 'Cuvee Marguerite' Blanc 2023||2023|750ml|42.00|0|https://www.magazzinonyc.com/s/shop?query=Matassa%20'Cuvee%20Marguerite'%20Blanc%202023||Inc.tax|R|Next day||
5488304|Philippe Pacalet 'Corton 'Bressandes Grand Cru' 2020||2020|750ml|400.00|1|https://www.magazzinonyc.com/s/shop?query=Philippe%20Pacalet%20'Corton%20'Bressandes%20Grand%20Cru'%202020||Inc.tax|R|Next day||
9364141|Philippe Pacalet 'Gevrey-Chambertin' 2020||2020|750ml|115.00|0|https://www.magazzinonyc.com/s/shop?query=Philippe%20Pacalet%20'Gevrey-Chambertin'%202020||Inc.tax|R|Next day||
772460R|Maison Glandien ‘L'Ouverture Rouge’ 2023||2023|750ml|84.00|0|https://www.magazzinonyc.com/s/shop?query=Maison%20Glandien%20%E2%80%98L'Ouverture%20Rouge%E2%80%99%202023||Inc.tax|R|Next day||
276693Y|Lavie ‘La Vaurien’ 2022||2022|750ml|25.00|0|https://www.magazzinonyc.com/s/shop?query=Lavie%20%E2%80%98La%20Vaurien%E2%80%99%202022||Inc.tax|R|Next day||
926697F|Mylene Bru 'Franquette' 2022||2022|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=Mylene%20Bru%20'Franquette'%202022||Inc.tax|R|Next day||
785040Z|Maunoury ‘Le petit Alphée’ 2022||2022|750ml|27.00|0|https://www.magazzinonyc.com/s/shop?query=Maunoury%20%E2%80%98Le%20petit%20Alph%C3%A9e%E2%80%99%202022||Inc.tax|R|Next day||
465140F|Maunoury ‘Mon nom est Rouge’ 2022||2022|750ml|27.00|0|https://www.magazzinonyc.com/s/shop?query=Maunoury%20%E2%80%98Mon%20nom%20est%20Rouge%E2%80%99%202022||Inc.tax|R|Next day||
429529Z|Domaine Romuald Valot ‘Chrysalide’||NV|750ml|25.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Romuald%20Valot%20%E2%80%98Chrysalide%E2%80%99||Inc.tax|R|Next day||
3356046|Pierre-Henri Gadais ‘Vendange Nocturne’ 2023||2023|750ml|23.00|0|https://www.magazzinonyc.com/s/shop?query=Pierre-Henri%20Gadais%20%E2%80%98Vendange%20Nocturne%E2%80%99%202023||Inc.tax|R|Next day||
P284570|Domaine Giachino ‘Monfarina’ 2023||2023|750ml|32.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Giachino%20%E2%80%98Monfarina%E2%80%99%202023||Inc.tax|R|Next day||
5417970|Anne Et Jean Francois Ganevat ‘Kopin’ 2021||2021|750ml|57.00|0|https://www.magazzinonyc.com/s/shop?query=Anne%20Et%20Jean%20Francois%20Ganevat%20%E2%80%98Kopin%E2%80%99%202021||Inc.tax|R|Next day||
3109219|Anne Et Jean Francois Ganevat ‘Mon Rouge’ 2022||2022|750ml|59.00|0|https://www.magazzinonyc.com/s/shop?query=Anne%20Et%20Jean%20Francois%20Ganevat%20%E2%80%98Mon%20Rouge%E2%80%99%202022||Inc.tax|R|Next day||
1243237|Domaine Ganevat ‘Cuvée Marguerite’ 2019 Magnum||2019|1.5L Magnum|320.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Ganevat%20%E2%80%98Cuv%C3%A9e%20Marguerite%E2%80%99%202019%20Magnum||Inc.tax|R|Next day||
648229W|Terpin 'Chardonnay' 2018||2018|750ml|60.00|4|https://www.magazzinonyc.com/s/shop?query=Terpin%20'Chardonnay'%202018||Inc.tax|R|Next day||
1230274|Clos des Vignes du Maynes Bourgogne Rouge ‘Les Crays’ 2023||2023|750ml|62.00|0|https://www.magazzinonyc.com/s/shop?query=Clos%20des%20Vignes%20du%20Maynes%20Bourgogne%20Rouge%20%E2%80%98Les%20Crays%E2%80%99%202023||Inc.tax|R|Next day||
965133T|Fratelli Alessandria 'Speziale Verduno Pelaverga' 2023||2023|750ml|26.00|0|https://www.magazzinonyc.com/s/shop?query=Fratelli%20Alessandria%20'Speziale%20Verduno%20Pelaverga'%202023||Inc.tax|R|Next day||
871196J|Iuli 'La Rina' 2021||2021|750ml|25.00|0|https://www.magazzinonyc.com/s/shop?query=Iuli%20'La%20Rina'%202021||Inc.tax|R|Next day||
596154K|Iuli 'Rossore' 2020||2020|750ml|24.00|0|https://www.magazzinonyc.com/s/shop?query=Iuli%20'Rossore'%202020||Inc.tax|R|Next day||
9510009|Foradori 'Sgarzon’ 2020||2020|750ml|72.00|0|https://www.magazzinonyc.com/s/shop?query=Foradori%20'Sgarzon%E2%80%99%202020||Inc.tax|R|Next day||
8928575|Nino Barraco 'Bianco G' 2022 Magnum||2022|1.5L Magnum|76.00|0|https://www.magazzinonyc.com/s/shop?query=Nino%20Barraco%20'Bianco%20G'%202022%20Magnum||Inc.tax|R|Next day||
X979606|Roilette 'Fleurie Cuvee Tardive' 2023||2023|750ml|77.00|0|https://www.magazzinonyc.com/s/shop?query=Roilette%20'Fleurie%20Cuvee%20Tardive'%202023||Inc.tax|R|Next day||
F048176|Pepiere Muscadet 'Clos des Briords' 2022||2022|750ml|55.00|0|https://www.magazzinonyc.com/s/shop?query=Pepiere%20Muscadet%20'Clos%20des%20Briords'%202022||Inc.tax|R|Next day||
W412933|Montenidoli Vernaccia di San Gimignano 'Tradizionale' 2022||2022|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=Montenidoli%20Vernaccia%20di%20San%20Gimignano%20'Tradizionale'%202022||Inc.tax|R|Next day||
C292810|Lapo Berti ‘Dogliani’ 2022||2022|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=Lapo%20Berti%20%E2%80%98Dogliani%E2%80%99%202022||Inc.tax|R|Next day||
M315818|Lapo Berti ‘Barolo La Morra’ 2019||2019|750ml|98.00|0|https://www.magazzinonyc.com/s/shop?query=Lapo%20Berti%20%E2%80%98Barolo%20La%20Morra%E2%80%99%202019||Inc.tax|R|Next day||
1689595|Lapo Berti ‘Barolo Fossati’ 2019||2019|750ml|132.00|0|https://www.magazzinonyc.com/s/shop?query=Lapo%20Berti%20%E2%80%98Barolo%20Fossati%E2%80%99%202019||Inc.tax|R|Next day||
E805728|Forthave Spirits ‘Yellow Genepi Liqueur’||NV|750ml|56.00|0|https://www.magazzinonyc.com/s/shop?query=Forthave%20Spirits%20%E2%80%98Yellow%20Genepi%20Liqueur%E2%80%99||Inc.tax|R|Next day||
Q186513|Hervé Villemade ‘Cheverny Rouge’ 2023||2023|750ml|27.00|15|https://www.magazzinonyc.com/s/shop?query=Herv%C3%A9%20Villemade%20%E2%80%98Cheverny%20Rouge%E2%80%99%202023||Inc.tax|R|Next day||
Y944833|Tanca Nica 'Ghirbí' 2023||2023|750ml|68.00|0|https://www.magazzinonyc.com/s/shop?query=Tanca%20Nica%20'Ghirb%C3%AD'%202023||Inc.tax|R|Next day||
226271J|Tanca Nica 'Firri Firri' 2023||2023|750ml|68.00|0|https://www.magazzinonyc.com/s/shop?query=Tanca%20Nica%20'Firri%20Firri'%202023||Inc.tax|R|Next day||
2172655|Tanca Nica 'Soki Soki' 2023||2023|750ml|68.00|0|https://www.magazzinonyc.com/s/shop?query=Tanca%20Nica%20'Soki%20Soki'%202023||Inc.tax|R|Next day||
563590X|Dard & Ribo ‘C’est le printemps’ 2023||2023|750ml|44.00|0|https://www.magazzinonyc.com/s/shop?query=Dard%20%26%20Ribo%20%E2%80%98C%E2%80%99est%20le%20printemps%E2%80%99%202023||Inc.tax|R|Next day||
8934852|Dard & Ribo ‘Crozes-Hermitage’ 2022||2022|750ml|59.00|0|https://www.magazzinonyc.com/s/shop?query=Dard%20%26%20Ribo%20%E2%80%98Crozes-Hermitage%E2%80%99%202022||Inc.tax|R|Next day||
2786744|Dard & Ribo ‘Saint-Joseph’ 2022||2022|750ml|67.00|0|https://www.magazzinonyc.com/s/shop?query=Dard%20%26%20Ribo%20%E2%80%98Saint-Joseph%E2%80%99%202022||Inc.tax|R|Next day||
K194827|Clos des Grillons 'Calcaires' 2024||2024|750ml|47.00|0|https://www.magazzinonyc.com/s/shop?query=Clos%20des%20Grillons%20'Calcaires'%202024||Inc.tax|R|Next day||
M461888|Clos des Grillons 'Esprit Libre' 2022||2022|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=Clos%20des%20Grillons%20'Esprit%20Libre'%202022||Inc.tax|R|Next day||
B411130|Clos des Grillons 'Vieux Sage' 2024||2024|750ml|41.00|0|https://www.magazzinonyc.com/s/shop?query=Clos%20des%20Grillons%20'Vieux%20Sage'%202024||Inc.tax|R|Next day||
7985627|YoYo 'Alma'||NV|750ml|33.00|0|https://www.magazzinonyc.com/s/shop?query=YoYo%20'Alma'||Inc.tax|R|Next day||
S392584|YoYo 'La Negra'||NV|750ml|46.00|0|https://www.magazzinonyc.com/s/shop?query=YoYo%20'La%20Negra'||Inc.tax|R|Next day||
208788G|Philippe Pacalet ‘Moulin-à-Vent’ 2021||2021|750ml|80.00|0|https://www.magazzinonyc.com/s/shop?query=Philippe%20Pacalet%20%E2%80%98Moulin-%C3%A0-Vent%E2%80%99%202021||Inc.tax|R|Next day||
374663L|Domaine Du Petit Bonhomme ‘Virevolte’ 2023||2023|750ml|25.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Du%20Petit%20Bonhomme%20%E2%80%98Virevolte%E2%80%99%202023||Inc.tax|R|Next day||
D499394|Domaine Du Petit Bonhomme ‘Mariole’ 2023||2023|750ml|25.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Du%20Petit%20Bonhomme%20%E2%80%98Mariole%E2%80%99%202023||Inc.tax|R|Next day||
8172432|Domaine Mabillot ‘Reuilly Blanc’ 2023||2023|750ml|30.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Mabillot%20%E2%80%98Reuilly%20Blanc%E2%80%99%202023||Inc.tax|R|Next day||
876224Q|Domaine Vincent Giraudon ‘Primavera’ 2022||2022|750ml|27.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Vincent%20Giraudon%20%E2%80%98Primavera%E2%80%99%202022||Inc.tax|R|Next day||
8790384|Domaine Vincent Giraudon ‘Tentation’ 2022||2022|750ml|27.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Vincent%20Giraudon%20%E2%80%98Tentation%E2%80%99%202022||Inc.tax|R|Next day||
2810883|Terpin ‘Sialis’ 2018||2018|750ml|60.00|0|https://www.magazzinonyc.com/s/shop?query=Terpin%20%E2%80%98Sialis%E2%80%99%202018||Inc.tax|R|Next day||
8129903|Terpin ‘Sauvignon’ 2019||2019|750ml|60.00|0|https://www.magazzinonyc.com/s/shop?query=Terpin%20%E2%80%98Sauvignon%E2%80%99%202019||Inc.tax|R|Next day||
2730250|Rarefratte 'Pedeveska' 2021||2021|750ml|48.00|2|https://www.magazzinonyc.com/s/shop?query=Rarefratte%20'Pedeveska'%202021||Inc.tax|R|Next day||
V203917|Rarefratte 'Cole' 2022||2022|750ml|31.00|0|https://www.magazzinonyc.com/s/shop?query=Rarefratte%20'Cole'%202022||Inc.tax|R|Next day||
3985057|Rarefratte Tagli Rari 2021||2021|750ml|36.00|0|https://www.magazzinonyc.com/s/shop?query=Rarefratte%20Tagli%20Rari%202021||Inc.tax|R|Next day||
324337A|Hervé Villemade ‘Cheverny Blanc’ 2023||2023|750ml|27.00|17|https://www.magazzinonyc.com/s/shop?query=Herv%C3%A9%20Villemade%20%E2%80%98Cheverny%20Blanc%E2%80%99%202023||Inc.tax|R|Next day||
1056301|Hervé Villemade ‘Bovin’ 2023||2023|750ml|25.00|0|https://www.magazzinonyc.com/s/shop?query=Herv%C3%A9%20Villemade%20%E2%80%98Bovin%E2%80%99%202023||Inc.tax|R|Next day||
872640A|Claudio Plessi ‘Caveriol’ 2021||2021|750ml|29.00|0|https://www.magazzinonyc.com/s/shop?query=Claudio%20Plessi%20%E2%80%98Caveriol%E2%80%99%202021||Inc.tax|R|Next day||
D801885|Claudio Plessi 'Lambruscaun' 2022||2022|750ml|37.00|3|https://www.magazzinonyc.com/s/shop?query=Claudio%20Plessi%20'Lambruscaun'%202022||Inc.tax|R|Next day||
265672Q|Domaine Lagille ‘Grande Réserve’ Brut NV (2021 base)||2021|750ml|66.00|0|https://www.magazzinonyc.com/s/shop?query=Domaine%20Lagille%20%E2%80%98Grande%20R%C3%A9serve%E2%80%99%20Brut%20NV%20(2021%20base)||Inc.tax|R|Next day||
9341529|J. M. Goulard ‘La Charme’ Extra-Brut NV||NV|750ml|82.00|0|https://www.magazzinonyc.com/s/shop?query=J.%20M.%20Goulard%20%E2%80%98La%20Charme%E2%80%99%20Extra-Brut%20NV||Inc.tax|R|Next day||
2328672|Iuli ‘Barat’ 2021||2021|750ml|27.00|0|https://www.magazzinonyc.com/s/shop?query=Iuli%20%E2%80%98Barat%E2%80%99%202021||Inc.tax|R|Next day||
268888X|Nicolas Carmarans ‘Maximus’ 2023 Magnum||2023|1.5L Magnum|69.00|0|https://www.magazzinonyc.com/s/shop?query=Nicolas%20Carmarans%20%E2%80%98Maximus%E2%80%99%202023%20Magnum||Inc.tax|R|Next day||
T291337|Nicolas Carmarans ‘Maximus’ 2023||2023|750ml|35.00|0|https://www.magazzinonyc.com/s/shop?query=Nicolas%20Carmarans%20%E2%80%98Maximus%E2%80%99%202023||Inc.tax|R|Next day||
740874G|Nicolas Carmarans ‘Josette’ 2023||2023|750ml|38.00|0|https://www.magazzinonyc.com/s/shop?query=Nicolas%20Carmarans%20%E2%80%98Josette%E2%80%99%202023||Inc.tax|R|Next day||
385202L|Porta del Vento ‘Voria Orange’ NV||NV|750ml|25.00|0|https://www.magazzinonyc.com/s/shop?query=Porta%20del%20Vento%20%E2%80%98Voria%20Orange%E2%80%99%20NV||Inc.tax|R|Next day||
